pid,date,segment,countepisodesedentarybout,sumsteps,datetime
INS-W_1044,2021-04-16,evening,34.0,3311.0,2021-04-16 17:59:59
INS-W_1044,2021-04-16,morning,20.0,882.0,2021-04-16 05:59:59
INS-W_1044,2021-04-16,night,1.0,8.0,2021-04-16 23:59:59
INS-W_1044,2021-04-17,afternoon,,,2021-04-17 11:59:59
INS-W_1044,2021-04-17,evening,,,2021-04-17 17:59:59
INS-W_1044,2021-04-17,morning,,,2021-04-17 05:59:59
INS-W_1044,2021-04-17,night,,,2021-04-17 23:59:59
INS-W_1044,2021-04-18,afternoon,,,2021-04-18 11:59:59
INS-W_1044,2021-04-18,evening,,,2021-04-18 17:59:59
INS-W_1044,2021-04-18,morning,,,2021-04-18 05:59:59
INS-W_1044,2021-04-18,night,,,2021-04-18 23:59:59
INS-W_1044,2021-04-19,afternoon,35.0,4510.0,2021-04-19 11:59:59
INS-W_1044,2021-04-19,evening,24.0,5601.0,2021-04-19 17:59:59
INS-W_1044,2021-04-19,morning,1.0,0.0,2021-04-19 05:59:59
INS-W_1044,2021-04-19,night,1.0,0.0,2021-04-19 23:59:59
INS-W_1044,2021-04-20,afternoon,29.0,8376.0,2021-04-20 11:59:59
INS-W_1044,2021-04-20,evening,25.0,4278.0,2021-04-20 17:59:59
INS-W_1044,2021-04-20,morning,20.0,2023.0,2021-04-20 05:59:59
INS-W_1044,2021-04-20,night,1.0,25.0,2021-04-20 23:59:59
INS-W_1044,2021-04-21,afternoon,27.0,3185.0,2021-04-21 11:59:59
INS-W_1044,2021-04-21,evening,42.0,7283.0,2021-04-21 17:59:59
INS-W_1044,2021-04-21,morning,22.0,1168.0,2021-04-21 05:59:59
INS-W_1044,2021-04-21,night,5.0,289.0,2021-04-21 23:59:59
INS-W_1044,2021-04-22,afternoon,40.0,4573.0,2021-04-22 11:59:59
INS-W_1044,2021-04-22,evening,24.0,3496.0,2021-04-22 17:59:59
INS-W_1044,2021-04-22,morning,18.0,2839.0,2021-04-22 05:59:59
INS-W_1044,2021-04-22,night,5.0,386.0,2021-04-22 23:59:59
INS-W_1044,2021-04-23,afternoon,22.0,8747.0,2021-04-23 11:59:59
INS-W_1044,2021-04-23,evening,26.0,3618.0,2021-04-23 17:59:59
INS-W_1044,2021-04-23,morning,17.0,724.0,2021-04-23 05:59:59
INS-W_1044,2021-04-23,night,1.0,4.0,2021-04-23 23:59:59
INS-W_1044,2021-04-24,afternoon,34.0,4723.0,2021-04-24 11:59:59
INS-W_1044,2021-04-24,evening,29.0,4824.0,2021-04-24 17:59:59
INS-W_1044,2021-04-24,morning,20.0,1667.0,2021-04-24 05:59:59
INS-W_1044,2021-04-24,night,2.0,31.0,2021-04-24 23:59:59
INS-W_1044,2021-04-25,afternoon,22.0,17158.0,2021-04-25 11:59:59
INS-W_1044,2021-04-25,evening,29.0,10885.0,2021-04-25 17:59:59
INS-W_1044,2021-04-25,morning,27.0,1469.0,2021-04-25 05:59:59
INS-W_1044,2021-04-25,night,2.0,67.0,2021-04-25 23:59:59
INS-W_1044,2021-04-26,afternoon,24.0,3081.0,2021-04-26 11:59:59
INS-W_1044,2021-04-26,evening,38.0,6684.0,2021-04-26 17:59:59
INS-W_1044,2021-04-26,morning,18.0,1709.0,2021-04-26 05:59:59
INS-W_1044,2021-04-26,night,4.0,195.0,2021-04-26 23:59:59
INS-W_1044,2021-04-27,afternoon,37.0,5746.0,2021-04-27 11:59:59
INS-W_1044,2021-04-27,evening,39.0,5209.0,2021-04-27 17:59:59
INS-W_1044,2021-04-27,morning,14.0,1226.0,2021-04-27 05:59:59
INS-W_1044,2021-04-27,night,1.0,53.0,2021-04-27 23:59:59
INS-W_1044,2021-04-28,afternoon,31.0,2199.0,2021-04-28 11:59:59
INS-W_1044,2021-04-28,evening,25.0,7877.0,2021-04-28 17:59:59
INS-W_1044,2021-04-28,morning,1.0,0.0,2021-04-28 05:59:59
INS-W_1044,2021-04-28,night,12.0,510.0,2021-04-28 23:59:59
INS-W_1044,2021-04-29,afternoon,28.0,5956.0,2021-04-29 11:59:59
INS-W_1044,2021-04-29,evening,16.0,2569.0,2021-04-29 17:59:59
INS-W_1044,2021-04-29,morning,19.0,1613.0,2021-04-29 05:59:59
INS-W_1044,2021-04-29,night,2.0,24.0,2021-04-29 23:59:59
INS-W_1044,2021-04-30,afternoon,31.0,6662.0,2021-04-30 11:59:59
INS-W_1044,2021-04-30,evening,34.0,5161.0,2021-04-30 17:59:59
INS-W_1044,2021-04-30,morning,23.0,2221.0,2021-04-30 05:59:59
INS-W_1044,2021-04-30,night,4.0,62.0,2021-04-30 23:59:59
INS-W_1044,2021-05-01,afternoon,50.0,5296.0,2021-05-01 11:59:59
INS-W_1044,2021-05-01,evening,28.0,3402.0,2021-05-01 17:59:59
INS-W_1044,2021-05-01,morning,17.0,1674.0,2021-05-01 05:59:59
INS-W_1044,2021-05-01,night,1.0,5.0,2021-05-01 23:59:59
INS-W_1044,2021-05-02,afternoon,38.0,13752.0,2021-05-02 11:59:59
INS-W_1044,2021-05-02,evening,22.0,8506.0,2021-05-02 17:59:59
INS-W_1044,2021-05-02,morning,25.0,2997.0,2021-05-02 05:59:59
INS-W_1044,2021-05-02,night,1.0,24.0,2021-05-02 23:59:59
INS-W_1044,2021-05-03,afternoon,28.0,2494.0,2021-05-03 11:59:59
INS-W_1044,2021-05-03,evening,17.0,6279.0,2021-05-03 17:59:59
INS-W_1044,2021-05-03,morning,16.0,961.0,2021-05-03 05:59:59
INS-W_1044,2021-05-03,night,1.0,15.0,2021-05-03 23:59:59
INS-W_1044,2021-05-04,afternoon,35.0,7243.0,2021-05-04 11:59:59
INS-W_1044,2021-05-04,evening,28.0,4421.0,2021-05-04 17:59:59
INS-W_1044,2021-05-04,morning,19.0,1794.0,2021-05-04 05:59:59
INS-W_1044,2021-05-04,night,5.0,162.0,2021-05-04 23:59:59
INS-W_1044,2021-05-05,afternoon,29.0,5197.0,2021-05-05 11:59:59
INS-W_1044,2021-05-05,evening,30.0,4984.0,2021-05-05 17:59:59
INS-W_1044,2021-05-05,morning,23.0,1807.0,2021-05-05 05:59:59
INS-W_1044,2021-05-05,night,2.0,28.0,2021-05-05 23:59:59
INS-W_1044,2021-05-06,afternoon,20.0,3442.0,2021-05-06 11:59:59
INS-W_1044,2021-05-06,evening,13.0,2076.0,2021-05-06 17:59:59
INS-W_1044,2021-05-06,morning,25.0,1789.0,2021-05-06 05:59:59
INS-W_1044,2021-05-06,night,3.0,140.0,2021-05-06 23:59:59
INS-W_1044,2021-05-07,afternoon,19.0,2830.0,2021-05-07 11:59:59
INS-W_1044,2021-05-07,evening,18.0,3307.0,2021-05-07 17:59:59
INS-W_1044,2021-05-07,morning,1.0,0.0,2021-05-07 05:59:59
INS-W_1044,2021-05-07,night,1.0,0.0,2021-05-07 23:59:59
INS-W_1044,2021-05-08,afternoon,30.0,7250.0,2021-05-08 11:59:59
INS-W_1044,2021-05-08,evening,21.0,1630.0,2021-05-08 17:59:59
INS-W_1044,2021-05-08,morning,17.0,15827.0,2021-05-08 05:59:59
INS-W_1044,2021-05-08,night,9.0,414.0,2021-05-08 23:59:59
INS-W_1044,2021-05-09,afternoon,39.0,3003.0,2021-05-09 11:59:59
INS-W_1044,2021-05-09,evening,33.0,4638.0,2021-05-09 17:59:59
INS-W_1044,2021-05-09,morning,24.0,1303.0,2021-05-09 05:59:59
INS-W_1044,2021-05-09,night,1.0,20.0,2021-05-09 23:59:59
INS-W_1044,2021-05-10,afternoon,29.0,4952.0,2021-05-10 11:59:59
INS-W_1044,2021-05-10,evening,17.0,8131.0,2021-05-10 17:59:59
INS-W_1044,2021-05-10,morning,20.0,1278.0,2021-05-10 05:59:59
INS-W_1044,2021-05-10,night,4.0,350.0,2021-05-10 23:59:59
INS-W_1044,2021-05-11,afternoon,34.0,6378.0,2021-05-11 11:59:59
INS-W_1044,2021-05-11,evening,31.0,3498.0,2021-05-11 17:59:59
INS-W_1044,2021-05-11,morning,11.0,521.0,2021-05-11 05:59:59
INS-W_1044,2021-05-11,night,6.0,349.0,2021-05-11 23:59:59
INS-W_1044,2021-05-12,afternoon,25.0,3237.0,2021-05-12 11:59:59
INS-W_1044,2021-05-12,evening,30.0,8527.0,2021-05-12 17:59:59
INS-W_1044,2021-05-12,morning,22.0,700.0,2021-05-12 05:59:59
INS-W_1044,2021-05-12,night,4.0,133.0,2021-05-12 23:59:59
INS-W_1044,2021-05-13,afternoon,25.0,6138.0,2021-05-13 11:59:59
INS-W_1044,2021-05-13,evening,15.0,1602.0,2021-05-13 17:59:59
INS-W_1044,2021-05-13,morning,17.0,2043.0,2021-05-13 05:59:59
INS-W_1044,2021-05-13,night,3.0,159.0,2021-05-13 23:59:59
INS-W_1044,2021-05-14,afternoon,34.0,10247.0,2021-05-14 11:59:59
INS-W_1044,2021-05-14,evening,32.0,4602.0,2021-05-14 17:59:59
INS-W_1044,2021-05-14,morning,16.0,1415.0,2021-05-14 05:59:59
INS-W_1044,2021-05-14,night,6.0,416.0,2021-05-14 23:59:59
INS-W_1044,2021-05-15,afternoon,1.0,0.0,2021-05-15 11:59:59
INS-W_1044,2021-05-15,evening,14.0,714.0,2021-05-15 17:59:59
INS-W_1044,2021-05-15,morning,17.0,4959.0,2021-05-15 05:59:59
INS-W_1044,2021-05-15,night,4.0,162.0,2021-05-15 23:59:59
INS-W_1044,2021-05-16,afternoon,29.0,15289.0,2021-05-16 11:59:59
INS-W_1044,2021-05-16,evening,20.0,6996.0,2021-05-16 17:59:59
INS-W_1044,2021-05-16,morning,17.0,635.0,2021-05-16 05:59:59
INS-W_1044,2021-05-16,night,6.0,229.0,2021-05-16 23:59:59
INS-W_1044,2021-05-17,afternoon,35.0,3168.0,2021-05-17 11:59:59
INS-W_1044,2021-05-17,evening,19.0,5885.0,2021-05-17 17:59:59
INS-W_1044,2021-05-17,morning,8.0,269.0,2021-05-17 05:59:59
INS-W_1044,2021-05-17,night,2.0,216.0,2021-05-17 23:59:59
INS-W_1044,2021-05-18,afternoon,33.0,3484.0,2021-05-18 11:59:59
INS-W_1044,2021-05-18,evening,30.0,1654.0,2021-05-18 17:59:59
INS-W_1044,2021-05-18,morning,14.0,1131.0,2021-05-18 05:59:59
INS-W_1044,2021-05-18,night,9.0,384.0,2021-05-18 23:59:59
INS-W_1044,2021-05-19,afternoon,32.0,2457.0,2021-05-19 11:59:59
INS-W_1044,2021-05-19,evening,27.0,2917.0,2021-05-19 17:59:59
INS-W_1044,2021-05-19,morning,9.0,582.0,2021-05-19 05:59:59
INS-W_1044,2021-05-19,night,5.0,166.0,2021-05-19 23:59:59
INS-W_1044,2021-05-20,afternoon,17.0,2177.0,2021-05-20 11:59:59
INS-W_1044,2021-05-20,evening,19.0,1136.0,2021-05-20 17:59:59
INS-W_1044,2021-05-20,morning,4.0,363.0,2021-05-20 05:59:59
INS-W_1044,2021-05-20,night,4.0,174.0,2021-05-20 23:59:59
INS-W_1044,2021-05-21,afternoon,20.0,10462.0,2021-05-21 11:59:59
INS-W_1044,2021-05-21,evening,27.0,1467.0,2021-05-21 17:59:59
INS-W_1044,2021-05-21,morning,20.0,1023.0,2021-05-21 05:59:59
INS-W_1044,2021-05-21,night,2.0,326.0,2021-05-21 23:59:59
INS-W_1044,2021-05-22,afternoon,23.0,4008.0,2021-05-22 11:59:59
INS-W_1044,2021-05-22,evening,35.0,2076.0,2021-05-22 17:59:59
INS-W_1044,2021-05-22,morning,36.0,1929.0,2021-05-22 05:59:59
INS-W_1044,2021-05-22,night,2.0,245.0,2021-05-22 23:59:59
INS-W_1044,2021-05-23,afternoon,27.0,10915.0,2021-05-23 11:59:59
INS-W_1044,2021-05-23,evening,23.0,7700.0,2021-05-23 17:59:59
INS-W_1044,2021-05-23,morning,23.0,1876.0,2021-05-23 05:59:59
INS-W_1044,2021-05-23,night,18.0,6090.0,2021-05-23 23:59:59
INS-W_1044,2021-05-24,afternoon,36.0,3528.0,2021-05-24 11:59:59
INS-W_1044,2021-05-24,evening,19.0,3252.0,2021-05-24 17:59:59
INS-W_1044,2021-05-24,morning,18.0,937.0,2021-05-24 05:59:59
INS-W_1044,2021-05-24,night,3.0,154.0,2021-05-24 23:59:59
INS-W_1044,2021-05-25,afternoon,30.0,6973.0,2021-05-25 11:59:59
INS-W_1044,2021-05-25,evening,21.0,1827.0,2021-05-25 17:59:59
INS-W_1044,2021-05-25,morning,16.0,1574.0,2021-05-25 05:59:59
INS-W_1044,2021-05-25,night,1.0,5.0,2021-05-25 23:59:59
INS-W_1044,2021-05-26,afternoon,28.0,2076.0,2021-05-26 11:59:59
INS-W_1044,2021-05-26,evening,32.0,5637.0,2021-05-26 17:59:59
INS-W_1044,2021-05-26,morning,18.0,1043.0,2021-05-26 05:59:59
INS-W_1044,2021-05-26,night,3.0,295.0,2021-05-26 23:59:59
INS-W_1044,2021-05-27,afternoon,31.0,2447.0,2021-05-27 11:59:59
INS-W_1044,2021-05-27,evening,48.0,5475.0,2021-05-27 17:59:59
INS-W_1044,2021-05-27,morning,26.0,2036.0,2021-05-27 05:59:59
INS-W_1044,2021-05-27,night,6.0,272.0,2021-05-27 23:59:59
INS-W_1044,2021-05-28,afternoon,42.0,7503.0,2021-05-28 11:59:59
INS-W_1044,2021-05-28,evening,7.0,530.0,2021-05-28 17:59:59
INS-W_1044,2021-05-28,morning,23.0,1376.0,2021-05-28 05:59:59
INS-W_1044,2021-05-28,night,2.0,155.0,2021-05-28 23:59:59
INS-W_1044,2021-05-29,afternoon,,,2021-05-29 11:59:59
INS-W_1044,2021-05-29,evening,,,2021-05-29 17:59:59
INS-W_1044,2021-05-29,morning,,,2021-05-29 05:59:59
INS-W_1044,2021-05-29,night,,,2021-05-29 23:59:59
INS-W_1044,2021-05-30,afternoon,17.0,2122.0,2021-05-30 11:59:59
INS-W_1044,2021-05-30,evening,32.0,5375.0,2021-05-30 17:59:59
INS-W_1044,2021-05-30,morning,1.0,0.0,2021-05-30 05:59:59
INS-W_1044,2021-05-30,night,1.0,0.0,2021-05-30 23:59:59
INS-W_1044,2021-05-31,afternoon,44.0,7156.0,2021-05-31 11:59:59
INS-W_1044,2021-05-31,evening,42.0,4800.0,2021-05-31 17:59:59
INS-W_1044,2021-05-31,morning,27.0,2290.0,2021-05-31 05:59:59
INS-W_1044,2021-05-31,night,15.0,1062.0,2021-05-31 23:59:59
INS-W_1044,2021-06-01,afternoon,41.0,4990.0,2021-06-01 11:59:59
INS-W_1044,2021-06-01,evening,30.0,2338.0,2021-06-01 17:59:59
INS-W_1044,2021-06-01,morning,34.0,2121.0,2021-06-01 05:59:59
INS-W_1044,2021-06-01,night,1.0,10.0,2021-06-01 23:59:59
INS-W_1044,2021-06-02,afternoon,30.0,12554.0,2021-06-02 11:59:59
INS-W_1044,2021-06-02,evening,37.0,3171.0,2021-06-02 17:59:59
INS-W_1044,2021-06-02,morning,13.0,5110.0,2021-06-02 05:59:59
INS-W_1044,2021-06-02,night,6.0,404.0,2021-06-02 23:59:59
INS-W_1044,2021-06-03,afternoon,31.0,4865.0,2021-06-03 11:59:59
INS-W_1044,2021-06-03,evening,38.0,3047.0,2021-06-03 17:59:59
INS-W_1044,2021-06-03,morning,24.0,1908.0,2021-06-03 05:59:59
INS-W_1044,2021-06-03,night,4.0,174.0,2021-06-03 23:59:59
INS-W_1044,2021-06-04,afternoon,45.0,5422.0,2021-06-04 11:59:59
INS-W_1044,2021-06-04,evening,55.0,6105.0,2021-06-04 17:59:59
INS-W_1044,2021-06-04,morning,17.0,1487.0,2021-06-04 05:59:59
INS-W_1044,2021-06-04,night,1.0,0.0,2021-06-04 23:59:59
INS-W_1044,2021-06-05,afternoon,39.0,5732.0,2021-06-05 11:59:59
INS-W_1044,2021-06-05,evening,40.0,3973.0,2021-06-05 17:59:59
INS-W_1044,2021-06-05,morning,27.0,2360.0,2021-06-05 05:59:59
INS-W_1044,2021-06-05,night,2.0,23.0,2021-06-05 23:59:59
INS-W_1044,2021-06-06,afternoon,51.0,4739.0,2021-06-06 11:59:59
INS-W_1044,2021-06-06,evening,35.0,3983.0,2021-06-06 17:59:59
INS-W_1044,2021-06-06,morning,24.0,2177.0,2021-06-06 05:59:59
INS-W_1044,2021-06-06,night,1.0,0.0,2021-06-06 23:59:59
INS-W_1077,2021-03-29,afternoon,,,2021-03-29 11:59:59
INS-W_1077,2021-03-29,evening,,,2021-03-29 17:59:59
INS-W_1077,2021-03-29,morning,,,2021-03-29 05:59:59
INS-W_1077,2021-03-29,night,,,2021-03-29 23:59:59
INS-W_1077,2021-03-30,afternoon,,,2021-03-30 11:59:59
INS-W_1077,2021-03-30,evening,,,2021-03-30 17:59:59
INS-W_1077,2021-03-30,morning,,,2021-03-30 05:59:59
INS-W_1077,2021-03-30,night,,,2021-03-30 23:59:59
INS-W_1077,2021-03-31,afternoon,3.0,55.0,2021-03-31 11:59:59
INS-W_1077,2021-03-31,evening,14.0,695.0,2021-03-31 17:59:59
INS-W_1077,2021-03-31,morning,1.0,0.0,2021-03-31 05:59:59
INS-W_1077,2021-03-31,night,1.0,0.0,2021-03-31 23:59:59
INS-W_1077,2021-04-01,afternoon,14.0,710.0,2021-04-01 11:59:59
INS-W_1077,2021-04-01,evening,18.0,1109.0,2021-04-01 17:59:59
INS-W_1077,2021-04-01,morning,1.0,0.0,2021-04-01 05:59:59
INS-W_1077,2021-04-01,night,12.0,632.0,2021-04-01 23:59:59
INS-W_1077,2021-04-02,afternoon,18.0,1074.0,2021-04-02 11:59:59
INS-W_1077,2021-04-02,evening,18.0,558.0,2021-04-02 17:59:59
INS-W_1077,2021-04-02,morning,2.0,13.0,2021-04-02 05:59:59
INS-W_1077,2021-04-02,night,2.0,45.0,2021-04-02 23:59:59
INS-W_1077,2021-04-03,afternoon,11.0,498.0,2021-04-03 11:59:59
INS-W_1077,2021-04-03,evening,14.0,521.0,2021-04-03 17:59:59
INS-W_1077,2021-04-03,morning,2.0,21.0,2021-04-03 05:59:59
INS-W_1077,2021-04-03,night,8.0,459.0,2021-04-03 23:59:59
INS-W_1077,2021-04-04,afternoon,4.0,92.0,2021-04-04 11:59:59
INS-W_1077,2021-04-04,evening,24.0,2875.0,2021-04-04 17:59:59
INS-W_1077,2021-04-04,morning,3.0,84.0,2021-04-04 05:59:59
INS-W_1077,2021-04-04,night,14.0,483.0,2021-04-04 23:59:59
INS-W_1077,2021-04-05,afternoon,5.0,137.0,2021-04-05 11:59:59
INS-W_1077,2021-04-05,evening,15.0,645.0,2021-04-05 17:59:59
INS-W_1077,2021-04-05,morning,14.0,939.0,2021-04-05 05:59:59
INS-W_1077,2021-04-05,night,13.0,558.0,2021-04-05 23:59:59
INS-W_1077,2021-04-06,afternoon,20.0,3538.0,2021-04-06 11:59:59
INS-W_1077,2021-04-06,evening,16.0,822.0,2021-04-06 17:59:59
INS-W_1077,2021-04-06,morning,6.0,411.0,2021-04-06 05:59:59
INS-W_1077,2021-04-06,night,6.0,181.0,2021-04-06 23:59:59
INS-W_1077,2021-04-07,afternoon,6.0,443.0,2021-04-07 11:59:59
INS-W_1077,2021-04-07,evening,17.0,855.0,2021-04-07 17:59:59
INS-W_1077,2021-04-07,morning,4.0,48.0,2021-04-07 05:59:59
INS-W_1077,2021-04-07,night,15.0,536.0,2021-04-07 23:59:59
INS-W_1077,2021-04-08,afternoon,14.0,672.0,2021-04-08 11:59:59
INS-W_1077,2021-04-08,evening,8.0,2071.0,2021-04-08 17:59:59
INS-W_1077,2021-04-08,morning,5.0,299.0,2021-04-08 05:59:59
INS-W_1077,2021-04-08,night,8.0,314.0,2021-04-08 23:59:59
INS-W_1077,2021-04-09,afternoon,13.0,410.0,2021-04-09 11:59:59
INS-W_1077,2021-04-09,evening,4.0,79.0,2021-04-09 17:59:59
INS-W_1077,2021-04-09,morning,7.0,316.0,2021-04-09 05:59:59
INS-W_1077,2021-04-09,night,10.0,396.0,2021-04-09 23:59:59
INS-W_1077,2021-04-10,afternoon,19.0,2716.0,2021-04-10 11:59:59
INS-W_1077,2021-04-10,evening,21.0,837.0,2021-04-10 17:59:59
INS-W_1077,2021-04-10,morning,2.0,30.0,2021-04-10 05:59:59
INS-W_1077,2021-04-10,night,4.0,82.0,2021-04-10 23:59:59
INS-W_1077,2021-04-11,afternoon,19.0,2922.0,2021-04-11 11:59:59
INS-W_1077,2021-04-11,evening,16.0,522.0,2021-04-11 17:59:59
INS-W_1077,2021-04-11,morning,3.0,44.0,2021-04-11 05:59:59
INS-W_1077,2021-04-11,night,3.0,48.0,2021-04-11 23:59:59
INS-W_1077,2021-04-12,afternoon,22.0,1656.0,2021-04-12 11:59:59
INS-W_1077,2021-04-12,evening,14.0,1636.0,2021-04-12 17:59:59
INS-W_1077,2021-04-12,morning,8.0,499.0,2021-04-12 05:59:59
INS-W_1077,2021-04-12,night,5.0,249.0,2021-04-12 23:59:59
INS-W_1077,2021-04-13,afternoon,7.0,382.0,2021-04-13 11:59:59
INS-W_1077,2021-04-13,evening,10.0,579.0,2021-04-13 17:59:59
INS-W_1077,2021-04-13,morning,5.0,239.0,2021-04-13 05:59:59
INS-W_1077,2021-04-13,night,13.0,628.0,2021-04-13 23:59:59
INS-W_1077,2021-04-14,afternoon,16.0,2522.0,2021-04-14 11:59:59
INS-W_1077,2021-04-14,evening,22.0,757.0,2021-04-14 17:59:59
INS-W_1077,2021-04-14,morning,3.0,128.0,2021-04-14 05:59:59
INS-W_1077,2021-04-14,night,14.0,605.0,2021-04-14 23:59:59
INS-W_1077,2021-04-15,afternoon,5.0,568.0,2021-04-15 11:59:59
INS-W_1077,2021-04-15,evening,19.0,1436.0,2021-04-15 17:59:59
INS-W_1077,2021-04-15,morning,9.0,243.0,2021-04-15 05:59:59
INS-W_1077,2021-04-15,night,9.0,447.0,2021-04-15 23:59:59
INS-W_1077,2021-04-16,afternoon,16.0,603.0,2021-04-16 11:59:59
INS-W_1077,2021-04-16,evening,15.0,546.0,2021-04-16 17:59:59
INS-W_1077,2021-04-16,morning,8.0,469.0,2021-04-16 05:59:59
INS-W_1077,2021-04-16,night,14.0,448.0,2021-04-16 23:59:59
INS-W_1077,2021-04-17,afternoon,20.0,2413.0,2021-04-17 11:59:59
INS-W_1077,2021-04-17,evening,17.0,1270.0,2021-04-17 17:59:59
INS-W_1077,2021-04-17,morning,2.0,45.0,2021-04-17 05:59:59
INS-W_1077,2021-04-17,night,9.0,296.0,2021-04-17 23:59:59
INS-W_1077,2021-04-18,afternoon,9.0,435.0,2021-04-18 11:59:59
INS-W_1077,2021-04-18,evening,7.0,228.0,2021-04-18 17:59:59
INS-W_1077,2021-04-18,morning,6.0,255.0,2021-04-18 05:59:59
INS-W_1077,2021-04-18,night,11.0,316.0,2021-04-18 23:59:59
INS-W_1077,2021-04-19,afternoon,15.0,714.0,2021-04-19 11:59:59
INS-W_1077,2021-04-19,evening,24.0,778.0,2021-04-19 17:59:59
INS-W_1077,2021-04-19,morning,10.0,810.0,2021-04-19 05:59:59
INS-W_1077,2021-04-19,night,6.0,173.0,2021-04-19 23:59:59
INS-W_1077,2021-04-20,afternoon,19.0,2167.0,2021-04-20 11:59:59
INS-W_1077,2021-04-20,evening,14.0,800.0,2021-04-20 17:59:59
INS-W_1077,2021-04-20,morning,8.0,562.0,2021-04-20 05:59:59
INS-W_1077,2021-04-20,night,4.0,208.0,2021-04-20 23:59:59
INS-W_1077,2021-04-21,afternoon,13.0,2937.0,2021-04-21 11:59:59
INS-W_1077,2021-04-21,evening,19.0,646.0,2021-04-21 17:59:59
INS-W_1077,2021-04-21,morning,5.0,135.0,2021-04-21 05:59:59
INS-W_1077,2021-04-21,night,12.0,523.0,2021-04-21 23:59:59
INS-W_1077,2021-04-22,afternoon,13.0,806.0,2021-04-22 11:59:59
INS-W_1077,2021-04-22,evening,10.0,289.0,2021-04-22 17:59:59
INS-W_1077,2021-04-22,morning,3.0,62.0,2021-04-22 05:59:59
INS-W_1077,2021-04-22,night,6.0,373.0,2021-04-22 23:59:59
INS-W_1077,2021-04-23,afternoon,19.0,2428.0,2021-04-23 11:59:59
INS-W_1077,2021-04-23,evening,23.0,609.0,2021-04-23 17:59:59
INS-W_1077,2021-04-23,morning,3.0,74.0,2021-04-23 05:59:59
INS-W_1077,2021-04-23,night,4.0,89.0,2021-04-23 23:59:59
INS-W_1077,2021-04-24,afternoon,23.0,1058.0,2021-04-24 11:59:59
INS-W_1077,2021-04-24,evening,10.0,394.0,2021-04-24 17:59:59
INS-W_1077,2021-04-24,morning,17.0,692.0,2021-04-24 05:59:59
INS-W_1077,2021-04-24,night,4.0,247.0,2021-04-24 23:59:59
INS-W_1077,2021-04-25,afternoon,28.0,2480.0,2021-04-25 11:59:59
INS-W_1077,2021-04-25,evening,17.0,1504.0,2021-04-25 17:59:59
INS-W_1077,2021-04-25,morning,1.0,0.0,2021-04-25 05:59:59
INS-W_1077,2021-04-25,night,18.0,634.0,2021-04-25 23:59:59
INS-W_1077,2021-04-26,afternoon,24.0,2035.0,2021-04-26 11:59:59
INS-W_1077,2021-04-26,evening,17.0,712.0,2021-04-26 17:59:59
INS-W_1077,2021-04-26,morning,6.0,236.0,2021-04-26 05:59:59
INS-W_1077,2021-04-26,night,10.0,400.0,2021-04-26 23:59:59
INS-W_1077,2021-04-27,afternoon,13.0,593.0,2021-04-27 11:59:59
INS-W_1077,2021-04-27,evening,14.0,552.0,2021-04-27 17:59:59
INS-W_1077,2021-04-27,morning,5.0,244.0,2021-04-27 05:59:59
INS-W_1077,2021-04-27,night,14.0,414.0,2021-04-27 23:59:59
INS-W_1077,2021-04-28,afternoon,20.0,1695.0,2021-04-28 11:59:59
INS-W_1077,2021-04-28,evening,16.0,653.0,2021-04-28 17:59:59
INS-W_1077,2021-04-28,morning,1.0,12.0,2021-04-28 05:59:59
INS-W_1077,2021-04-28,night,13.0,728.0,2021-04-28 23:59:59
INS-W_1077,2021-04-29,afternoon,12.0,484.0,2021-04-29 11:59:59
INS-W_1077,2021-04-29,evening,15.0,767.0,2021-04-29 17:59:59
INS-W_1077,2021-04-29,morning,5.0,174.0,2021-04-29 05:59:59
INS-W_1077,2021-04-29,night,12.0,490.0,2021-04-29 23:59:59
INS-W_1077,2021-04-30,afternoon,3.0,477.0,2021-04-30 11:59:59
INS-W_1077,2021-04-30,evening,17.0,754.0,2021-04-30 17:59:59
INS-W_1077,2021-04-30,morning,7.0,147.0,2021-04-30 05:59:59
INS-W_1077,2021-04-30,night,11.0,655.0,2021-04-30 23:59:59
INS-W_1077,2021-05-01,afternoon,9.0,691.0,2021-05-01 11:59:59
INS-W_1077,2021-05-01,evening,14.0,463.0,2021-05-01 17:59:59
INS-W_1077,2021-05-01,morning,1.0,0.0,2021-05-01 05:59:59
INS-W_1077,2021-05-01,night,11.0,558.0,2021-05-01 23:59:59
INS-W_1077,2021-05-02,afternoon,19.0,804.0,2021-05-02 11:59:59
INS-W_1077,2021-05-02,evening,23.0,877.0,2021-05-02 17:59:59
INS-W_1077,2021-05-02,morning,3.0,44.0,2021-05-02 05:59:59
INS-W_1077,2021-05-02,night,15.0,601.0,2021-05-02 23:59:59
INS-W_1077,2021-05-03,afternoon,16.0,840.0,2021-05-03 11:59:59
INS-W_1077,2021-05-03,evening,23.0,865.0,2021-05-03 17:59:59
INS-W_1077,2021-05-03,morning,5.0,170.0,2021-05-03 05:59:59
INS-W_1077,2021-05-03,night,17.0,693.0,2021-05-03 23:59:59
INS-W_1077,2021-05-04,afternoon,16.0,584.0,2021-05-04 11:59:59
INS-W_1077,2021-05-04,evening,16.0,470.0,2021-05-04 17:59:59
INS-W_1077,2021-05-04,morning,7.0,431.0,2021-05-04 05:59:59
INS-W_1077,2021-05-04,night,21.0,1054.0,2021-05-04 23:59:59
